iter	Passed	Remaining
3226	19574	41084
3227	19581	41080
3228	19587	41074
3229	19594	41069
3230	19600	41063
3231	19607	41059
3232	19614	41054
3233	19620	41049
3234	19627	41045
3235	19634	41041
3236	19641	41036
3237	19648	41031
3238	19654	41025
3239	19660	41020
3240	19667	41014
3241	19673	41009
3242	19680	41005
3243	19686	40999
3244	19692	40994
3245	19700	40990
3246	19705	40983
3247	19711	40977
3248	19718	40971
3249	19723	40964
3250	19729	40958
3251	19735	40952
3252	19741	40945
3253	19747	40940
3254	19753	40934
3255	19760	40928
3256	19766	40922
3257	19772	40916
3258	19778	40910
3259	19784	40904
3260	19790	40898
3261	19797	40893
3262	19804	40889
3263	19810	40882
3264	19815	40876
3265	19821	40869
3266	19827	40863
3267	19834	40857
3268	19840	40852
3269	19847	40847
3270	19853	40841
3271	19859	40835
3272	19865	40829
3273	19871	40823
3274	19877	40817
3275	19883	40810
3276	19889	40805
3277	19895	40799
3278	19902	40794
3279	19909	40789
3280	19915	40783
3281	19921	40776
3282	19934	40786
3283	19940	40780
3284	19946	40774
3285	19952	40767
3286	19958	40761
3287	19965	40757
3288	19971	40751
3289	19978	40745
3290	19983	40738
3291	19989	40732
3292	19995	40726
3293	20002	40721
3294	20008	40715
3295	20013	40707
3296	20019	40700
3297	20025	40695
3298	20032	40689
3299	20037	40683
3300	20044	40678
3301	20051	40672
3302	20057	40666
3303	20062	40659
3304	20068	40653
3305	20074	40646
3306	20080	40639
3307	20085	40633
3308	20091	40625
3309	20097	40619
3310	20103	40612
3311	20108	40606
3312	20114	40599
3313	20120	40593
3314	20126	40587
3315	20132	40580
3316	20138	40573
3317	20144	40568
3318	20150	40561
3319	20156	40554
3320	20162	40549
3321	20168	40543
3322	20174	40537
3323	20180	40531
3324	20186	40524
3325	20192	40518
3326	20198	40512
3327	20204	40507
3328	20211	40501
3329	20217	40495
3330	20224	40491
3331	20230	40486
3332	20237	40480
3333	20244	40476
3334	20251	40471
3335	20260	40471
3336	20269	40471
3337	20276	40467
3338	20282	40462
3339	20289	40458
3340	20296	40453
3341	20302	40447
3342	20309	40441
3343	20315	40435
3344	20321	40431
3345	20329	40428
3346	20336	40423
3347	20342	40417
3348	20349	40413
3349	20355	40407
3350	20361	40401
3351	20367	40395
3352	20374	40389
3353	20380	40384
3354	20387	40379
3355	20394	40375
3356	20400	40369
3357	20407	40364
3358	20413	40359
3359	20420	40353
3360	20426	40347
3361	20432	40342
3362	20439	40338
3363	20446	40333
3364	20452	40328
3365	20459	40323
3366	20467	40321
3367	20474	40317
3368	20481	40312
3369	20488	40308
3370	20494	40302
3371	20501	40297
3372	20508	40293
3373	20515	40289
3374	20522	40284
3375	20528	40279
3376	20535	40274
3377	20542	40270
3378	20548	40263
3379	20554	40257
3380	20560	40251
3381	20567	40246
3382	20573	40240
3383	20579	40235
3384	20586	40230
3385	20592	40223
3386	20598	40217
3387	20605	40212
3388	20612	40208
3389	20618	40203
3390	20624	40197
3391	20630	40191
3392	20636	40184
3393	20642	40178
3394	20649	40173
3395	20655	40167
3396	20662	40163
3397	20668	40157
3398	20675	40153
3399	20682	40147
3400	20687	40141
3401	20693	40134
3402	20700	40128
3403	20706	40123
3404	20713	40118
3405	20718	40111
3406	20724	40105
3407	20731	40099
3408	20737	40093
3409	20743	40087
3410	20750	40083
3411	20756	40077
3412	20762	40070
3413	20768	40064
3414	20773	40057
3415	20779	40050
3416	20786	40045
3417	20793	40041
3418	20799	40035
3419	20805	40028
3420	20810	40021
3421	20816	40015
3422	20823	40009
3423	20829	40004
3424	20835	39997
3425	20841	39992
3426	20848	39986
3427	20854	39980
3428	20860	39974
3429	20866	39969
3430	20872	39962
3431	20879	39958
3432	20885	39952
3433	20891	39944
3434	20897	39939
3435	20903	39932
3436	20909	39926
3437	20916	39921
3438	20921	39915
3439	20928	39910
3440	20934	39903
3441	20939	39896
3442	20946	39891
3443	20952	39885
3444	20958	39879
3445	20964	39872
3446	20970	39865
3447	20976	39860
3448	20982	39853
3449	20988	39847
3450	21003	39858
3451	21010	39854
3452	21016	39847
3453	21022	39842
3454	21029	39836
3455	21035	39831
3456	21042	39826
3457	21048	39821
3458	21055	39816
3459	21062	39810
3460	21068	39804
3461	21073	39797
3462	21079	39791
3463	21085	39784
3464	21090	39777
3465	21097	39772
3466	21104	39767
3467	21110	39761
3468	21117	39757
3469	21123	39750
3470	21129	39744
3471	21134	39737
3472	21140	39730
3473	21147	39725
3474	21152	39718
3475	21158	39712
3476	21164	39706
3477	21170	39699
3478	21176	39693
3479	21182	39686
3480	21188	39679
3481	21194	39674
3482	21199	39666
3483	21206	39660
3484	21212	39654
3485	21217	39647
3486	21223	39641
3487	21229	39634
3488	21234	39626
3489	21240	39620
3490	21246	39613
3491	21251	39606
3492	21258	39600
3493	21263	39594
3494	21269	39588
3495	21275	39581
3496	21281	39574
3497	21287	39568
3498	21294	39563
3499	21300	39557
3500	21306	39552
3501	21314	39548
3502	21320	39543
3503	21327	39538
3504	21334	39534
3505	21340	39528
3506	21347	39522
3507	21353	39517
3508	21359	39511
3509	21365	39505
3510	21371	39497
3511	21377	39491
3512	21383	39486
3513	21389	39479
3514	21394	39471
3515	21400	39464
3516	21406	39459
3517	21411	39452
3518	21417	39445
3519	21423	39439
3520	21429	39432
3521	21435	39425
3522	21441	39420
3523	21447	39414
3524	21453	39407
3525	21459	39401
3526	21464	39393
3527	21470	39387
3528	21476	39380
3529	21482	39374
3530	21490	39372
3531	21497	39367
3532	21504	39363
3533	21511	39358
3534	21517	39352
3535	21522	39344
3536	21528	39337
3537	21534	39332
3538	21540	39325
3539	21546	39319
3540	21552	39312
3541	21557	39305
3542	21563	39299
3543	21569	39292
3544	21575	39286
3545	21581	39279
3546	21586	39272
3547	21592	39265
3548	21598	39258
3549	21603	39252
3550	21609	39245
3551	21615	39238
3552	21621	39232
3553	21627	39226
3554	21633	39220
3555	21639	39214
3556	21644	39206
3557	21651	39200
3558	21656	39194
3559	21661	39186
3560	21668	39180
3561	21673	39173
3562	21679	39166
3563	21685	39160
3564	21690	39153
3565	21696	39145
3566	21701	39138
3567	21707	39132
3568	21713	39126
3569	21719	39119
3570	21724	39112
3571	21730	39105
3572	21736	39098
3573	21742	39092
3574	21748	39086
3575	21755	39081
3576	21760	39074
3577	21766	39068
3578	21773	39062
3579	21779	39057
3580	21785	39051
3581	21792	39045
3582	21798	39040
3583	21805	39035
3584	21812	39031
3585	21818	39025
3586	21825	39019
3587	21831	39013
3588	21837	39008
3589	21844	39003
3590	21850	38997
3591	21856	38991
3592	21862	38984
3593	21868	38978
3594	21874	38971
3595	21880	38965
3596	21885	38958
3597	21891	38952
3598	21897	38945
3599	21904	38940
3600	21910	38934
3601	21916	38928
3602	21921	38921
3603	21927	38915
3604	21933	38908
3605	21939	38901
3606	21944	38894
3607	21950	38888
3608	21956	38882
3609	21962	38875
3610	21969	38870
3611	21975	38864
3612	21980	38857
3613	21986	38851
3614	21992	38844
3615	21999	38839
3616	22005	38833
3617	22011	38827
3618	22017	38821
3619	22023	38814
3620	22029	38808
3621	22035	38802
3622	22040	38794
3623	22046	38787
3624	22051	38781
3625	22058	38775
3626	22064	38769
3627	22070	38763
3628	22075	38755
3629	22081	38749
3630	22087	38743
3631	22093	38736
3632	22099	38730
3633	22105	38724
3634	22112	38719
3635	22119	38714
3636	22125	38709
3637	22132	38703
3638	22138	38699
3639	22146	38696
3640	22154	38692
3641	22162	38689
3642	22169	38685
3643	22176	38680
3644	22183	38676
3645	22189	38670
3646	22197	38668
3647	22205	38664
3648	22212	38660
3649	22219	38655
3650	22226	38650
3651	22232	38645
3652	22238	38639
3653	22245	38633
3654	22250	38626
3655	22256	38619
3656	22262	38614
3657	22268	38608
3658	22274	38601
3659	22280	38595
3660	22286	38588
3661	22292	38583
3662	22299	38577
3663	22305	38572
3664	22312	38567
3665	22318	38562
3666	22325	38557
3667	22331	38550
3668	22338	38545
3669	22343	38538
3670	22349	38531
3671	22355	38525
3672	22361	38520
3673	22367	38513
3674	22374	38507
3675	22380	38501
3676	22386	38496
3677	22392	38490
3678	22399	38484
3679	22405	38478
3680	22411	38472
3681	22417	38466
3682	22423	38460
3683	22429	38454
3684	22435	38448
3685	22441	38441
3686	22461	38459
3687	22468	38453
3688	22474	38447
3689	22480	38441
3690	22486	38435
3691	22492	38429
3692	22498	38423
3693	22503	38416
3694	22510	38410
3695	22516	38404
3696	22522	38398
3697	22529	38393
3698	22535	38388
3699	22542	38382
3700	22548	38376
3701	22554	38371
3702	22561	38365
3703	22567	38359
3704	22573	38353
3705	22579	38348
3706	22585	38341
3707	22591	38335
3708	22598	38329
3709	22603	38322
3710	22609	38315
3711	22615	38310
3712	22622	38304
3713	22628	38298
3714	22636	38296
3715	22645	38295
3716	22652	38291
3717	22660	38287
3718	22666	38281
3719	22672	38274
3720	22678	38268
3721	22684	38262
3722	22690	38256
3723	22696	38250
3724	22702	38243
3725	22708	38237
3726	22714	38231
3727	22721	38226
3728	22727	38220
3729	22732	38213
3730	22739	38207
3731	22745	38201
3732	22751	38195
3733	22757	38188
3734	22763	38182
3735	22770	38177
3736	22775	38170
3737	22781	38164
3738	22787	38158
3739	22793	38152
3740	22799	38145
3741	22805	38139
3742	22811	38133
3743	22818	38127
3744	22824	38121
3745	22829	38114
3746	22835	38107
3747	22841	38102
3748	22848	38096
3749	22854	38091
3750	22861	38086
3751	22867	38080
3752	22873	38074
3753	22880	38069
3754	22887	38064
3755	22893	38058
3756	22900	38053
3757	22907	38048
3758	22914	38044
3759	22920	38038
3760	22926	38032
3761	22933	38027
3762	22940	38022
3763	22946	38016
3764	22953	38012
3765	22960	38007
3766	22967	38002
3767	22973	37996
3768	22980	37991
3769	22987	37987
3770	22993	37981
3771	23000	37977
3772	23007	37971
3773	23014	37967
3774	23021	37962
3775	23028	37957
3776	23035	37953
3777	23041	37947
3778	23048	37942
3779	23055	37938
3780	23062	37932
3781	23069	37928
3782	23075	37921
3783	23081	37916
3784	23088	37910
3785	23094	37904
3786	23099	37898
3787	23105	37891
3788	23111	37884
3789	23117	37877
3790	23123	37872
3791	23129	37866
3792	23136	37860
3793	23142	37854
3794	23147	37847
3795	23154	37843
3796	23161	37838
3797	23167	37832
3798	23174	37826
3799	23180	37821
3800	23187	37815
3801	23193	37809
3802	23199	37802
3803	23204	37796
3804	23210	37790
3805	23217	37784
3806	23223	37778
3807	23229	37772
3808	23236	37767
3809	23242	37762
3810	23249	37756
3811	23254	37749
3812	23260	37743
3813	23283	37764
3814	23290	37759
3815	23297	37754
3816	23304	37749
3817	23311	37744
3818	23317	37739
3819	23323	37732
3820	23329	37727
3821	23335	37720
3822	23341	37714
3823	23348	37708
3824	23354	37702
3825	23360	37696
3826	23366	37689
3827	23372	37684
3828	23378	37678
3829	23385	37673
3830	23390	37666
3831	23396	37659
3832	23402	37652
3833	23407	37645
3834	23413	37639
3835	23419	37632
3836	23425	37626
3837	23432	37620
3838	23438	37615
3839	23444	37608
3840	23450	37602
3841	23456	37595
3842	23462	37590
3843	23469	37584
3844	23477	37582
3845	23484	37578
3846	23492	37575
3847	23500	37571
3848	23507	37566
3849	23514	37562
3850	23521	37557
3851	23527	37551
3852	23533	37544
3853	23539	37538
3854	23545	37532
3855	23552	37527
3856	23557	37520
3857	23563	37513
3858	23570	37508
3859	23576	37502
3860	23582	37496
3861	23588	37489
3862	23594	37483
3863	23601	37478
3864	23606	37471
3865	23613	37465
3866	23618	37459
3867	23624	37452
3868	23631	37447
3869	23637	37440
3870	23643	37435
3871	23649	37428
3872	23656	37423
3873	23663	37418
3874	23669	37412
3875	23675	37406
3876	23682	37401
3877	23687	37395
3878	23694	37389
3879	23700	37382
3880	23706	37376
3881	23712	37370
3882	23718	37364
3883	23724	37357
3884	23729	37350
3885	23735	37344
3886	23742	37339
3887	23748	37332
3888	23754	37326
3889	23760	37321
3890	23766	37314
3891	23773	37309
3892	23779	37303
3893	23785	37297
3894	23792	37291
3895	23797	37284
3896	23803	37278
3897	23810	37272
3898	23815	37266
3899	23821	37259
3900	23827	37252
3901	23833	37246
3902	23838	37239
3903	23844	37233
3904	23850	37226
3905	23856	37220
3906	23862	37214
3907	23869	37208
3908	23874	37201
3909	23881	37195
3910	23887	37189
3911	23893	37183
3912	23899	37177
3913	23905	37170
3914	23911	37164
3915	23917	37158
3916	23923	37152
3917	23929	37146
3918	23935	37139
3919	23941	37134
3920	23948	37128
3921	23954	37122
3922	23961	37117
3923	23968	37112
3924	23974	37107
3925	23981	37101
3926	23987	37095
3927	23993	37089
3928	23998	37081
3929	24004	37075
3930	24010	37069
3931	24016	37063
3932	24022	37056
3933	24028	37050
3934	24035	37045
3935	24041	37040
3936	24048	37034
3937	24054	37028
3938	24061	37023
3939	24067	37016
3940	24073	37011
3941	24079	37004
3942	24085	36998
3943	24091	36992
3944	24097	36986
3945	24104	36980
3946	24110	36975
3947	24116	36969
3948	24123	36963
3949	24128	36956
3950	24134	36950
3951	24141	36944
3952	24147	36938
3953	24153	36932
3954	24159	36925
3955	24165	36920
3956	24171	36914
3957	24177	36906
3958	24182	36900
3959	24188	36894
3960	24196	36889
3961	24204	36887
3962	24213	36884
3963	24219	36879
3964	24226	36874
3965	24233	36869
3966	24239	36862
3967	24245	36856
3968	24251	36850
3969	24257	36844
3970	24263	36838
3971	24269	36832
3972	24276	36827
3973	24283	36821
3974	24289	36816
3975	24296	36811
3976	24301	36804
3977	24308	36798
3978	24313	36791
3979	24319	36785
3980	24326	36780
3981	24332	36773
3982	24338	36767
3983	24344	36760
3984	24350	36754
3985	24356	36749
3986	24362	36742
3987	24367	36735
3988	24373	36728
3989	24379	36721
3990	24384	36714
3991	24390	36708
3992	24396	36701
3993	24402	36695
3994	24408	36689
3995	24414	36683
3996	24420	36677
3997	24427	36671
3998	24433	36665
3999	24439	36658
4000	24445	36652
4001	24451	36646
4002	24456	36639
4003	24462	36632
4004	24468	36625
4005	24474	36619
4006	24480	36614
4007	24486	36607
4008	24492	36601
4009	24498	36594
4010	24504	36588
4011	24509	36581
4012	24515	36575
4013	24522	36569
4014	24528	36563
4015	24534	36557
4016	24541	36553
4017	24548	36548
4018	24555	36543
4019	24561	36537
4020	24568	36532
4021	24575	36527
4022	24582	36521
4023	24588	36515
4024	24593	36508
4025	24599	36502
4026	24606	36496
4027	24612	36490
4028	24618	36484
4029	24624	36478
4030	24630	36472
4031	24636	36466
4032	24642	36460
4033	24648	36453
4034	24654	36447
4035	24660	36441
4036	24667	36435
4037	24673	36429
4038	24679	36423
4039	24685	36417
4040	24691	36410
4041	24698	36405
4042	24703	36399
4043	24710	36393
4044	24716	36386
4045	24721	36379
4046	24727	36373
4047	24733	36367
4048	24739	36360
4049	24746	36355
4050	24751	36348
4051	24757	36342
4052	24764	36336
4053	24770	36330
4054	24776	36324
4055	24783	36319
4056	24791	36316
4057	24800	36314
4058	24806	36308
4059	24814	36304
4060	24820	36298
4061	24827	36293
4062	24834	36289
4063	24841	36283
4064	24846	36276
4065	24852	36270
4066	24858	36264
4067	24864	36258
4068	24870	36251
4069	24877	36246
4070	24883	36239
4071	24889	36233
4072	24894	36226
4073	24900	36220
4074	24906	36214
4075	24912	36208
4076	24918	36201
4077	24924	36195
4078	24931	36189
4079	24938	36184
4080	24943	36178
4081	24950	36172
4082	24956	36166
4083	24962	36160
4084	24969	36154
4085	24974	36147
4086	24979	36140
4087	24986	36134
4088	24992	36128
4089	24998	36121
4090	25004	36115
4091	25009	36108
4092	25015	36102
4093	25021	36095
4094	25027	36089
4095	25033	36083
4096	25039	36077
4097	25045	36070
4098	25051	36064
4099	25057	36058
4100	25064	36053
4101	25070	36047
4102	25076	36040
4103	25082	36034
4104	25088	36027
4105	25093	36021
4106	25099	36014
4107	25105	36007
4108	25111	36001
4109	25118	35996
4110	25124	35990
4111	25130	35984
4112	25136	35977
4113	25142	35972
4114	25148	35965
4115	25153	35958
4116	25159	35951
4117	25165	35946
4118	25171	35939
4119	25178	35934
4120	25184	35927
4121	25190	35921
4122	25196	35915
4123	25202	35909
4124	25208	35903
4125	25214	35897
4126	25220	35890
4127	25226	35883
4128	25231	35877
4129	25237	35870
4130	25243	35864
4131	25249	35857
4132	25256	35852
4133	25261	35845
4134	25267	35839
4135	25273	35832
4136	25279	35826
4137	25285	35820
4138	25292	35814
4139	25298	35809
4140	25304	35803
4141	25311	35798
4142	25318	35792
4143	25324	35786
4144	25331	35781
4145	25337	35775
4146	25343	35769
4147	25350	35764
4148	25356	35757
4149	25361	35751
4150	25367	35744
4151	25374	35739
4152	25380	35732
4153	25385	35725
4154	25391	35719
4155	25397	35712
4156	25402	35705
4157	25409	35700
4158	25414	35693
4159	25420	35686
4160	25426	35679
4161	25431	35672
4162	25437	35666
4163	25443	35660
4164	25449	35653
4165	25455	35647
4166	25461	35641
4167	25466	35633
4168	25472	35626
4169	25477	35620
4170	25483	35613
4171	25489	35606
4172	25494	35600
4173	25500	35593
4174	25506	35586
4175	25512	35580
4176	25518	35573
4177	25524	35567
4178	25529	35561
4179	25536	35554
4180	25541	35548
4181	25548	35542
4182	25554	35536
4183	25560	35529
4184	25565	35523
4185	25571	35516
4186	25578	35511
4187	25584	35505
4188	25589	35498
4189	25595	35491
4190	25600	35484
4191	25606	35477
4192	25611	35470
4193	25617	35463
4194	25623	35457
4195	25629	35450
4196	25635	35444
4197	25641	35438
4198	25647	35432
4199	25653	35426
4200	25659	35419
4201	25665	35414
4202	25672	35409
4203	25678	35403
4204	25684	35396
4205	25691	35390
4206	25696	35384
4207	25702	35377
4208	25708	35371
4209	25715	35366
4210	25721	35359
4211	25726	35352
4212	25732	35346
4213	25738	35339
4214	25743	35332
4215	25749	35325
4216	25754	35319
4217	25761	35313
4218	25766	35306
4219	25773	35300
4220	25778	35294
4221	25784	35287
4222	25790	35280
4223	25796	35274
4224	25802	35268
4225	25807	35261
4226	25813	35254
4227	25819	35248
4228	25824	35241
4229	25830	35234
4230	25836	35228
4231	25842	35221
4232	25847	35214
4233	25853	35207
4234	25859	35201
4235	25864	35194
4236	25870	35188
4237	25876	35182
4238	25882	35175
4239	25888	35168
4240	25894	35162
4241	25900	35156
4242	25906	35150
4243	25912	35144
4244	25918	35138
4245	25924	35132
4246	25930	35125
4247	25936	35119
4248	25942	35113
4249	25948	35107
4250	25955	35101
4251	25960	35094
4252	25967	35089
4253	25972	35082
4254	25978	35075
4255	25984	35069
4256	25991	35064
4257	25997	35057
4258	26003	35051
4259	26010	35046
4260	26017	35042
4261	26024	35037
4262	26032	35033
4263	26039	35028
4264	26046	35023
4265	26053	35018
4266	26059	35013
4267	26066	35008
4268	26073	35002
4269	26080	34998
4270	26088	34993
4271	26095	34989
4272	26102	34983
4273	26109	34979
4274	26115	34973
4275	26122	34968
4276	26128	34961
4277	26134	34955
4278	26140	34949
4279	26147	34944
4280	26153	34938
4281	26159	34931
4282	26165	34926
4283	26172	34921
4284	26179	34916
4285	26186	34911
4286	26193	34906
4287	26199	34900
4288	26206	34894
4289	26212	34889
4290	26219	34883
4291	26225	34877
4292	26232	34872
4293	26238	34866
4294	26245	34861
4295	26251	34855
4296	26258	34849
4297	26264	34844
4298	26270	34838
4299	26276	34831
4300	26282	34825
4301	26288	34819
4302	26294	34813
4303	26300	34806
4304	26306	34800
4305	26313	34794
4306	26318	34788
4307	26325	34783
4308	26331	34777
4309	26338	34771
4310	26344	34765
4311	26351	34760
4312	26357	34754
4313	26364	34748
4314	26370	34742
4315	26375	34735
4316	26381	34729
4317	26387	34723
4318	26393	34716
4319	26399	34710
4320	26406	34704
4321	26414	34702
4322	26423	34698
4323	26430	34694
4324	26438	34690
4325	26444	34684
4326	26449	34677
4327	26455	34671
4328	26461	34664
4329	26467	34658
4330	26473	34651
4331	26478	34645
4332	26485	34639
4333	26491	34632
4334	26497	34626
4335	26502	34619
4336	26508	34613
4337	26514	34607
4338	26520	34600
4339	26526	34594
4340	26531	34587
4341	26537	34580
4342	26543	34574
4343	26549	34568
4344	26555	34561
4345	26561	34555
4346	26567	34548
4347	26573	34542
4348	26578	34535
4349	26583	34528
4350	26589	34521
4351	26596	34516
4352	26601	34509
4353	26607	34502
4354	26613	34497
4355	26619	34490
4356	26626	34486
4357	26633	34480
4358	26639	34474
4359	26645	34468
4360	26652	34462
4361	26658	34457
4362	26666	34452
4363	26672	34447
4364	26679	34441
4365	26686	34436
4366	26693	34431
4367	26700	34426
4368	26707	34421
4369	26713	34416
4370	26720	34411
4371	26727	34406
4372	26734	34401
4373	26740	34395
4374	26748	34390
4375	26754	34385
4376	26762	34381
4377	26769	34375
4378	26776	34370
4379	26782	34364
4380	26789	34359
4381	26796	34354
4382	26802	34348
4383	26809	34343
4384	26816	34338
4385	26824	34335
4386	26832	34331
4387	26839	34326
4388	26847	34322
4389	26855	34318
4390	26863	34314
4391	26870	34310
4392	26878	34305
4393	26885	34301
4394	26892	34295
4395	26898	34289
4396	26904	34284
4397	26910	34278
4398	26916	34271
4399	26922	34264
4400	26929	34259
4401	26935	34253
4402	26941	34248
4403	26948	34242
4404	26954	34236
4405	26961	34231
4406	26968	34225
4407	26975	34220
4408	26981	34215
4409	26988	34210
4410	26997	34207
4411	27006	34205
4412	27014	34200
4413	27022	34196
4414	27028	34191
4415	27035	34185
4416	27041	34179
4417	27047	34173
4418	27054	34168
4419	27060	34162
4420	27067	34157
4421	27073	34151
4422	27080	34145
4423	27086	34139
4424	27093	34134
4425	27099	34128
4426	27104	34121
4427	27110	34115
4428	27117	34109
4429	27123	34103
4430	27129	34097
4431	27135	34090
4432	27141	34084
4433	27147	34078
4434	27154	34073
4435	27161	34067
4436	27167	34062
4437	27174	34057
4438	27181	34051
4439	27187	34046
4440	27193	34039
4441	27199	34033
4442	27205	34026
4443	27211	34020
4444	27217	34014
4445	27224	34008
4446	27231	34004
4447	27238	33999
4448	27245	33994
4449	27252	33989
4450	27259	33983
4451	27267	33979
4452	27273	33973
4453	27280	33969
4454	27287	33964
4455	27295	33959
4456	27301	33953
4457	27308	33948
4458	27313	33941
4459	27320	33936
4460	27326	33930
4461	27333	33924
4462	27339	33918
4463	27345	33912
4464	27351	33906
4465	27358	33900
4466	27364	33894
4467	27370	33887
4468	27376	33881
4469	27382	33876
4470	27388	33870
4471	27394	33863
4472	27400	33856
4473	27406	33850
4474	27411	33843
4475	27418	33838
4476	27424	33831
4477	27430	33825
4478	27435	33818
4479	27442	33812
4480	27448	33807
4481	27455	33801
4482	27461	33795
4483	27467	33789
4484	27473	33783
4485	27480	33777
4486	27487	33772
4487	27493	33766
4488	27499	33760
4489	27505	33754
4490	27512	33748
4491	27517	33741
4492	27523	33735
4493	27530	33729
4494	27536	33723
4495	27542	33717
4496	27547	33709
4497	27553	33703
4498	27559	33697
4499	27565	33691
4500	27586	33702
4501	27591	33696
4502	27597	33689
4503	27603	33683
4504	27609	33677
4505	27616	33671
4506	27622	33664
4507	27628	33658
4508	27634	33652
4509	27640	33646
4510	27646	33640
4511	27652	33634
4512	27658	33628
4513	27664	33621
4514	27670	33615
4515	27677	33609
4516	27683	33603
4517	27689	33597
4518	27696	33592
4519	27703	33587
4520	27709	33580
4521	27714	33574
4522	27720	33567
4523	27726	33561
4524	27733	33555
4525	27740	33550
4526	27746	33544
4527	27752	33538
4528	27758	33531
4529	27763	33524
4530	27770	33519
4531	27775	33512
4532	27782	33506
4533	27788	33500
4534	27795	33495
4535	27801	33489
4536	27807	33483
4537	27813	33477
4538	27820	33471
4539	27826	33465
4540	27833	33460
4541	27839	33453
4542	27846	33448
4543	27852	33442
4544	27858	33436
4545	27864	33429
4546	27871	33424
4547	27877	33419
4548	27884	33413
4549	27891	33408
4550	27897	33402
4551	27903	33395
4552	27909	33389
4553	27915	33382
4554	27921	33377
4555	27927	33371
4556	27934	33365
4557	27940	33359
4558	27947	33353
4559	27953	33347
4560	27959	33341
4561	27965	33335
4562	27970	33328
4563	27976	33322
4564	27982	33315
4565	27989	33309
4566	27995	33304
4567	28000	33297
4568	28007	33291
4569	28013	33284
4570	28018	33278
4571	28025	33272
4572	28030	33265
4573	28036	33258
4574	28042	33252
4575	28048	33245
4576	28053	33239
4577	28060	33234
4578	28067	33229
4579	28075	33224
4580	28081	33218
4581	28089	33214
4582	28098	33211
4583	28107	33208
4584	28114	33204
4585	28121	33199
4586	28127	33192
4587	28134	33187
4588	28140	33181
4589	28146	33175
4590	28153	33169
4591	28159	33162
4592	28165	33156
4593	28172	33151
4594	28179	33146
4595	28185	33140
4596	28191	33133
4597	28197	33127
4598	28203	33122
4599	28210	33116
4600	28215	33109
4601	28222	33104
4602	28228	33097
4603	28234	33092
4604	28241	33086
4605	28247	33079
4606	28253	33073
4607	28259	33067
4608	28266	33062
4609	28272	33055
4610	28278	33049
4611	28284	33044
4612	28290	33037
4613	28296	33030
4614	28302	33024
4615	28308	33018
4616	28315	33012
4617	28321	33006
4618	28327	33000
4619	28347	33010
4620	28353	33004
4621	28359	32998
4622	28365	32992
4623	28372	32986
4624	28378	32980
4625	28385	32975
4626	28392	32969
4627	28398	32963
4628	28404	32957
4629	28411	32952
4630	28417	32945
4631	28423	32940
4632	28429	32933
4633	28436	32928
4634	28442	32922
4635	28449	32917
4636	28457	32912
4637	28464	32907
4638	28470	32901
4639	28476	32895
4640	28483	32890
4641	28489	32884
4642	28496	32878
4643	28503	32873
4644	28510	32867
4645	28516	32862
4646	28522	32856
4647	28528	32849
4648	28534	32843
4649	28541	32837
4650	28546	32831
4651	28552	32824
4652	28558	32818
4653	28564	32812
4654	28571	32806
4655	28577	32800
4656	28584	32794
4657	28591	32789
4658	28597	32783
4659	28603	32777
4660	28609	32770
4661	28615	32764
4662	28620	32757
4663	28626	32751
4664	28632	32744
4665	28638	32738
4666	28644	32731
4667	28650	32725
4668	28655	32718
4669	28661	32712
4670	28667	32705
4671	28673	32699
4672	28679	32692
4673	28685	32686
4674	28691	32680
4675	28697	32674
4676	28704	32668
4677	28710	32662
4678	28716	32656
4679	28722	32650
4680	28728	32643
4681	28734	32637
4682	28740	32631
4683	28746	32624
4684	28752	32618
4685	28757	32611
4686	28763	32605
4687	28769	32599
4688	28775	32593
4689	28782	32586
4690	28788	32580
4691	28794	32574
4692	28800	32568
4693	28806	32562
4694	28812	32556
4695	28818	32550
4696	28824	32543
4697	28830	32537
4698	28837	32532
4699	28843	32525
4700	28849	32519
4701	28856	32514
4702	28863	32509
4703	28869	32502
4704	28875	32496
4705	28883	32491
4706	28891	32488
4707	28907	32493
4708	28916	32490
4709	28923	32485
4710	28930	32480
4711	28937	32474
4712	28942	32467
4713	28949	32462
4714	28955	32456
4715	28961	32450
4716	28968	32444
4717	28973	32437
4718	28979	32431
4719	28985	32424
4720	28991	32418
4721	28998	32413
4722	29005	32408
4723	29012	32402
4724	29019	32397
4725	29025	32390
4726	29031	32384
4727	29037	32378
4728	29042	32371
4729	29049	32365
4730	29054	32358
4731	29060	32352
4732	29066	32345
4733	29072	32339
4734	29078	32333
4735	29084	32326
4736	29089	32320
4737	29095	32313
4738	29101	32306
4739	29107	32300
4740	29113	32293
4741	29119	32287
4742	29125	32282
4743	29132	32276
4744	29139	32271
4745	29146	32265
4746	29153	32260
4747	29160	32255
4748	29166	32249
4749	29172	32243
4750	29178	32237
4751	29184	32231
4752	29191	32224
4753	29197	32218
4754	29203	32213
4755	29211	32208
4756	29216	32201
4757	29223	32195
4758	29229	32190
4759	29235	32183
4760	29241	32177
4761	29248	32171
4762	29253	32165
4763	29259	32158
4764	29265	32151
4765	29271	32145
4766	29276	32138
4767	29282	32132
4768	29288	32126
4769	29295	32120
4770	29301	32114
4771	29307	32107
4772	29312	32101
4773	29318	32094
4774	29324	32087
4775	29329	32080
4776	29335	32074
4777	29341	32067
4778	29346	32061
4779	29352	32054
